duration,gross,movie_title,budget,movie_facebook_likes
125,10049886,Spirited Away,19000000,28000
118,,Firestorm,,332
132,8600000,The Bounty,25000000,1000
131,21483154,The Book Thief,19000000,53000
129,8396942,Sex Drive,19000000,0
100,12561,Leap Year,19000000,13000
172,,The Fall of the Roman Empire,19000000,560
97,6923891,Take Me Home Tonight,23000000,0
121,5308553,Won't Back Down,,0
92,2119994,The Nutcracker,19000000,238
116,1292527,Kansas City,19000000,228
110,560512,Indignation,,599
90,64255243,The Amityville Horror,19000000,0
81,22245861,Adaptation.,19000000,0
97,20433940,Land of the Dead,15000000,0
107,,Out of Inferno,,124
118,10562387,Fear and Loathing in Las Vegas,18500000,15000
100,18439082,The Invention of Lying,18500000,13000
97,150056505,Neighbors,18000000,21000
114,119938730,The Mask,18000000,0
130,114968774,Big,18000000,0
82,128505958,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,0
96,95001351,Legally Blonde,18000000,0
105,76400000,Star Trek III: The Search for Spock,17000000,0
122,75072454,The Exorcism of Emily Rose,20000000,0
88,65535067,Deuce Bigalow: Male Gigolo,17000000,0
110,13998282,Left Behind,16000000,31000
103,6061759,The Family Stone,17000000,0
106,64955956,Barbershop 2: Back in Business,18000000,265
98,60057639,Bad Santa,18000000,10000
68,53868030,Austin Powers: International Man of Mystery,17000000,0
94,59573085,My Big Fat Greek Wedding 2,18000000,19000
99,52691009,Diary of a Wimpy Kid: Rodrick Rules,21000000,0
107,59735548,Predator,15000000,13000
180,51600000,Amadeus,18000000,16000
89,43818159,Prom Night,20000000,1000
97,86049418,Mean Girls,17000000,0
113,43601508,Under the Tuscan Sun,18000000,0
131,41300105,Gosford Park,19800000,0
44,,The O.C.            ,,0
103,41382841,Peggy Sue Got Married,18000000,0
119,42335698,Birdman or (The Unexpected Virtue of Ignorance),18000000,114000
98,33404871,Blue Jasmine,18000000,36000
111,31471430,United 93,15000000,0
94,30222640,Honey,25000000,0
122,26830000,Glory,18000000,0
81,26906039,Spy Hard,18000000,588
89,21378000,The Fog,1000000,7000
106,43853424,Soul Surfer,18000000,15000
122,,Catch-22,18000000,0
86,23993605,Observe and Report,18000000,0
103,26400000,Conan the Destroyer,18000000,2000
121,45250,Raging Bull,18000000,0
109,22927390,Love Happens,18000000,0
109,4250320,Young Sherlock Holmes,18000000,0
123,22452209,Fame,18000000,0
94,18329466,127 Hours,18000000,63000
94,17071230,Small Time Crooks,18000000,812
115,17174870,Center Stage,18000000,0
107,26284475,Love the Coopers,17000000,0
91,16702864,Catch That Kid,18000000,591
125,15561627,Life as a House,18000000,0
122,17750583,Steve Jobs,30000000,23000
102,14793904,"I Love You, Beth Cooper",18000000,0
90,15281286,Youth in Revolt,18000000,0
98,8000000,The Legend of the Lone Ranger,18000000,346
109,13491653,The Tailor of Panama,18000000,813
107,,Blow Out,18000000,2000
90,10494494,Getaway,18000000,4000
112,7837632,The Ice Storm,18000000,0
94,15155772,And So It Goes,18000000,3000
105,8508843,Troop Beverly Hills,18000000,0
104,7739049,Being Julia,18000000,562
112,6734844,9½ Weeks,17000000,0
108,6000000,Dragonslayer,18000000,0
112,6615578,The Last Station,13000000,0
127,5887457,Ed Wood,18000000,0
111,13362308,Labor Day,18000000,0
126,5701643,Mongol: The Rise of Genghis Khan,20000000,0
114,5694401,RocknRolla,18000000,12000
99,5333658,Megaforce,20000000,0
150,4414535,Hamlet,18000000,0
117,4806750,Mao's Last Dancer,,0
112,3707794,Midnight Special,18000000,0
108,3203044,Anything Else,18000000,827
116,4435083,The Railway Man,18000000,18000
60,,Unforgettable            ,,0
144,2222647,The White Ribbon,12000000,0
92,,Restoration,,378
93,3500000,The Wraith,2700000,0
103,676698,The Salton Sea,18000000,2000
93,3419967,Metallica Through the Never,,19000
98,,The Informers,18000000,1000
334,145118,Carlos            ,,0
114,,I Come with the Rain,18000000,342
121,229311,One Man's Hero,11350000,271
87,,Day of the Dead,3500000,3000
92,,I Am Wrath,18000000,0
105,63260,Renaissance,14000000,0
90,,Forsaken,11000000,0
89,,Red Sonja,17900000,0
114,,Red Lights,14000000,10000
119,121463226,Superbad,20000000,0
103,90485233,Madea Goes to Jail,,804
91,,Wolves,18000000,0
98,58006147,Step Up 2: The Streets,23000000,0
80,51053787,Hoodwinked!,17500000,0
121,23472900,Hotel Rwanda,17500000,12000
94,39687528,Hitman,24000000,0
93,7017178,Black Nativity,17500000,0
93,,The Prince,18000000,0
116,325491,City of Ghosts,17500000,204
101,96471845,The Others,17000000,20000
154,85200000,Aliens,18500000,18000
170,72000000,My Fair Lady,17000000,0
99,72219395,I Know What You Did Last Summer,17000000,0
104,82389560,Let's Be Cops,17000000,14000
126,71502303,Sideways,12000000,0
110,19179969,Beerfest,17500000,0
101,47000000,Halloween,300000,12000
80,84961,Hero,31000000,0
87,37566230,Good Boy!,17000000,309
123,70492685,The Best Man Holiday,17000000,7000
109,35635046,Smokin' Aces,17000000,3000
90,45670855,Saw 3D: The Final Chapter,20000000,12000
96,37939782,40 Days and 40 Nights,17000000,2000
125,172051787,TRON: Legacy,170000000,30000
82,30324946,A Night at the Roxbury,17000000,0
86,27854896,Beastly,17000000,16000
108,41777564,The Hills Have Eyes,15000000,0
98,22734486,Dickie Roberts: Former Child Star,17000000,320
129,44469602,"McFarland, USA",17000000,21000
99,24708699,Lottery Ticket,,0
105,21160089,ATL,,874
112,64998368,Pitch Perfect,17000000,36000
108,19693891,Summer Catch,34000000,476
121,16311763,A Simple Plan,17000000,0
89,12693621,They,17000000,814
89,15655665,Larry the Cable Guy: Health Inspector,4000000,110
73,11634458,The Adventures of Elmo in Grouchland,17000000,339
132,27154426,Brooklyn's Finest,17000000,4000
154,,55 Days at Peking,9000000,419
96,54239856,Evil Dead,17000000,70000
98,8662318,My Life in Ruins,17000000,0
107,7156725,American Dreamz,19000000,300
134,15681020,Superman IV: The Quest for Peace,17000000,1000
94,7070459,How She Move,,238
122,6855137,Running Scared,17000000,0
128,2694071,Bobby Jones: Stroke of Genius,,352
97,2315683,Shanghai Surprise,17000000,154
110,39825798,The Illusionist,16000000,15000
102,2000000,Roar,17000000,0
98,1569918,Veronica Guerin,17000000,0
120,106869,Escobar: Paradise Lost,17000000,0
160,273420,Southland Tales,17000000,0
80,,Dragon Hunters,11000000,0
91,,Damnation Alley,17000000,903
83,4930798,The Apparition,17000000,0
102,59847242,My Girl,16500000,0
122,220914,Fur: An Imaginary Portrait of Diane Arbus,16800000,0
110,39825798,The Illusionist,16000000,15000
126,43848100,Wall Street,15000000,0
136,42700000,Sense and Sensibility,16500000,0
120,18663911,Becoming Jane,16500000,0
108,11702090,Sydney White,16500000,0
126,13005485,House of Sand and Fog,15000000,0
128,95860116,Dead Poets Society,16400000,23000
113,127175354,Dumb & Dumber,16000000,0
89,92823600,When Harry Met Sally...,16000000,0
129,54000000,The Verdict,16000000,0
94,68525609,Road Trip,15600000,0
106,52885587,Varsity Blues,16000000,0
100,44667095,The Artist,15000000,30000
89,42638165,The Unborn,16000000,0
94,45507053,Moonrise Kingdom,16000000,71000
83,39511038,The Texas Chainsaw Massacre: The Beginning,16000000,0
111,6462576,The Young Messiah,18500000,0
80,40363530,The Master of Disguise,16000000,1000
112,37623143,Pan's Labyrinth,13500000,27000
60,,The Messengers            ,,0
94,33357476,See Spot Run,35000000,393
130,28734552,Baby Boy,16000000,1000
91,37300107,The Roommate,16000000,0
91,27087695,Joe Dirt,17700000,0
110,30102717,Double Impact,15000000,0
121,23618786,Hot Fuzz,8000000,17000
114,26896744,The Women,16500000,0
96,23213577,Vicky Cristina Barcelona,15500000,14000
270,,Arn: The Knight Templar,25000000,0
100,55461307,Bad Moms,20000000,18000
94,20627372,Boys and Girls,16000000,487
109,16346122,White Oleander,16000000,0
107,16204793,Jennifer's Body,16000000,6000
96,15427192,Drowning Mona,16000000,492
88,14792779,Radio Days,16000000,0
110,13998282,Left Behind,16000000,31000
113,19057024,Remember Me,16000000,24000
101,14108518,How to Deal,16000000,371
105,13854000,My Stepmother Is an Alien,20000000,818
125,77324422,Philadelphia,26000000,0
100,15500000,The Thirteenth Floor,16000000,0
97,11540112,The Cookout,,177
108,,Meteor,16000000,392
112,4734235,Duets,15000000,573
112,4839383,Hollywood Ending,16000000,762
95,4193025,Detroit Rock City,15000000,0
110,5900000,Highlander,16000000,0
118,2849142,Things We Lost in the Fire,16000000,0
97,1686429,Steel,16000000,0
120,1984743,The Immigrant,16000000,0
135,1666262,The White Countess,16000000,356
101,2319187,Trance,20000000,23000
92,13922211,Soul Plane,16000000,0
106,,Welcome to the Sticks,11000000,3000
92,23091,Good,15000000,921
161,336467,Enter the Void,13000000,23000
92,2964,Vamps,16000000,0
93,,Hachi: A Dog's Tale,16000000,115000
110,,Zulu,16000000,0
122,2428883,The Homesman,16000000,0
91,13571817,Juwanna Mann,15600000,939
45,,Lilyhammer            ,34000000,16000
115,1554566,Ararat,,824
94,508867,Madison,,282
93,1181197,Slow Burn,15500000,191
94,81525,Wasabi,15300000,0
95,7774730,Slither,15500000,0
105,234760500,Beverly Hills Cop,14000000,0
103,285761243,Home Alone,18000000,20000
102,167780960,3 Men and a Baby,11000000,3000
116,177200000,Tootsie,22000000,0
110,176781728,Top Gun,15000000,19000
120,128067808,"Crouching Tiger, Hidden Dragon",15000000,0
122,130058047,American Beauty,15000000,22000
118,138795342,The King's Speech,15000000,64000
107,111936400,Twins,15000000,0
45,,Scream: The TV Series            ,,0
102,317040,The Yellow Handkerchief,15500000,1000
154,94175854,The Color Purple,15000000,6000
103,,Tidal Wave,,558
141,,Ben-Hur,100000000,0
114,91121452,The Imitation Game,14000000,165000
109,69800000,Private Benjamin,10000000,855
124,79900000,Coal Miner's Daughter,,0
94,64001297,Diary of a Wimpy Kid,15000000,0
100,71588220,Mama,20000000,57000
101,47000000,Halloween,300000,12000
98,61400000,National Lampoon's Vacation,15000000,0
102,101978840,Bad Grandpa,15000000,26000
94,56437947,The Queen,9800000,0
92,73326666,Beetlejuice,15000000,15000
113,55184721,Why Did I Get Married?,15000000,1000
115,50003300,Little Women,15000000,0
95,54322273,The Woman in Black,17000000,29000
87,47860214,When a Stranger Calls,15000000,0
88,47811275,Big Fat Liar,15000000,896
183,,The Deer Hunter,15000000,11000
97,43022524,Wag the Dog,15000000,12000
94,42672630,The Lizzie McGuire Movie,17000000,0
112,42919096,Snitch,15000000,12000
98,42592530,Krampus,15000000,27000
104,40064955,The Faculty,15000000,0
118,39100956,What's Love Got to Do with It,,0
120,44886089,Cop Land,10000000,2000
99,37882551,Not Another Teen Movie,16000000,0
109,40983001,End of Watch,7000000,38000
105,20991497,Aloha,37000000,11000
106,35007180,The Skulls,15000000,0
123,35887263,The Theory of Everything,15000000,90000
86,34308901,Malibu's Most Wanted,16000000,0
120,33771174,Where the Heart Is,15000000,0
227,6000000,Lawrence of Arabia,15000000,11000
119,33386128,Halloween II,15000000,3000
115,37877959,Wild,15000000,38000
114,32721635,The Last House on the Left,15000000,0
90,31585300,The Wedding Date,15000000,0
94,30259652,Halloween: Resurrection,15000000,0
106,163192114,Clash of the Titans,125000000,15000
98,30857814,The Princess Bride,16000000,33000
126,30226144,The Great Debaters,15000000,0
100,35054909,Drive,15000000,81000
89,29302097,Confessions of a Teenage Drama Queen,15000000,810
111,29106737,The Object of My Affection,15000000,849
100,28637507,28 Weeks Later,15000000,0
115,30127963,When the Game Stands Tall,15000000,0
106,32645546,Because of Winn-Dixie,14000000,1000
124,27441122,Love & Basketball,15000000,0
107,28014536,Grosse Pointe Blank,15000000,0
99,33860010,All About Steve,15000000,0
90,26421314,Book of Shadows: Blair Witch 2,15000000,949
101,24881000,The Craft,15000000,6000
119,23089926,Match Point,15000000,0
103,26161406,Ramona and Beezus,15000000,0
134,22954968,The Remains of the Day,11500000,0
155,26384919,Boogie Nights,15000000,0
94,22189039,Nowhere to Run,15000000,466
95,20998709,Flicka,15000000,1000
89,20801344,The Hills Have Eyes II,15000000,0
97,21468807,Urban Legends: Final Cut,14000000,243
90,19158074,Tuck Everlasting,15000000,0
92,18843314,The Marine,20000000,0
100,20566327,Keanu,15000000,0
117,20218921,Country Strong,15000000,0
84,17411331,Disturbing Behavior,15000000,673
140,21383298,The Place Beyond the Pines,15000000,47000
108,24984868,The November Man,15000000,0
109,16459004,Eye of the Beholder,15000000,327
131,15700000,The Hurt Locker,15000000,16000
114,15100000,Firestarter,15000000,0
97,14938570,Killing Them Softly,15000000,20000
122,17237244,A Most Wanted Man,15000000,13000
87,14249005,Freddy Got Fingered,15000000,0
85,12701880,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,175
85,10353690,U2 3D,,116
101,12801190,Highlander: Endgame,15000000,356
121,12549485,Idlewild,15000000,489
107,13766014,One Day,15000000,49000
111,13034417,Whip It,15000000,10000
92,11632420,Knockaround Guys,,566
97,12212417,Confidence,15000000,622
97,11614236,The Muse,15000000,251
125,13337299,De-Lovely,20000000,1000
124,10763469,New York Stories,15000000,877
76,11144518,Barney's Great Adventure,15000000,436
107,15608545,The Man with the Iron Fists,15000000,29000
91,10443316,Home Fries,15000000,247
96,10494147,Here on Earth,15000000,648
142,9929000,Brazil,15000000,16000
103,10411980,Raise Your Voice,15000000,1000
60,,The Dead Zone            ,,576
117,17439163,The Big Lebowski,15000000,35000
116,9396487,Black Snake Moan,15000000,0
118,9059588,Dark Blue,15000000,455
108,9172810,A Mighty Heart,16000000,923
94,8735529,Whatever It Takes,15000000,816
97,8586376,Boat Trip,20000000,1000
97,8378141,The Importance of Being Earnest,15000000,0
99,,The Love Letter,,515
91,8080116,Hoot,15000000,647
107,7757130,In Bruges,15000000,32000
95,9123834,Peeples,15000000,0
102,6409206,The Rocker,15000000,0
88,6373693,Post Grad,15000000,0
106,7556708,Promised Land,15000000,10000
92,5306447,Whatever Works,15000000,10000
105,5217498,The In Crowd,15000000,157
107,5023275,Three Burials,15000000,0
120,4956401,Jakob the Liar,15000000,0
103,4235837,Kiss Kiss Bang Bang,15000000,0
92,4002955,Idle Hands,20000000,0
147,7219578,Mulholland Drive,15000000,16000
98,3525161,Blood and Chocolate,,0
98,3247816,You Will Meet a Tall Dark Stranger,22000000,0
103,2412045,Never Let Me Go,15000000,33000
286,,The Company            ,,733
111,2203641,Transsiberian,15000000,0
98,1953732,The Clan of the Cave Bear,15000000,843
111,1954202,Crazy in Alabama,15000000,391
111,1294640,Funny Games,15000000,0
100,,Listening,,708
116,819852,Felicia's Journey,,284
145,26435,Metropolis,6000000,12000
84,1197786,District B13,12000000,0
115,529766,Things to Do in Denver When You're Dead,7000000,0
105,613556,The Assassin,15000000,0
98,353743,Buffalo Soldiers,15000000,664
99,502028,The Return,,0
110,102055,Ong-bak 2,300000000,0
97,122288,Centurion,,0
88,,Silent Trigger,9000000,154
103,73548,The Midnight Meat Train,15000000,0
104,,Winnie Mandela,15000000,705
90,28870,The Son of No One,15000000,0
105,22723,All the Queen's Men,25000000,193
93,20380,The Good Night,15000000,445
141,,Bathory: Countess of Blood,,0
85,,Khumba,20000000,0
109,,Automata,7000000,13000
105,,Dungeons & Dragons: Wrath of the Dragon God,15000000,473
98,,Chiamatemi Francesco - Il Papa della gente,15000000,18
119,,Shinjuku Incident,15000000,821
124,,Pandaemonium,15000000,277
101,70906973,Groundhog Day,14600000,38000
115,66009973,Magic Mike XXL,14800000,41000
120,46338728,Romeo + Juliet,14500000,10000
111,7691700,Sarah's Key,10000000,0
94,,Freedom,14500000,998
131,101157447,Unforgiven,14400000,10000
139,74205,Manderlay,14200000,1000
120,141319195,Slumdog Millionaire,15000000,13000
119,156645693,Fatal Attraction,14000000,3000
125,178406268,Pretty Woman,14000000,11000
65,,Towering Inferno            ,,0
108,109306210,Crocodile Dundee II,15800000,489
101,,Broken Horses,15000000,0
145,70001698,Born on the Fourth of July,14000000,4000
98,68856263,Cool Runnings,15000000,0
101,51527787,My Bloody Valentine,15000000,0
92,49122319,The Possession,14000000,17000
93,,First Blood,14000000,0
109,61356221,Stomp the Yard,14000000,0
123,46800000,The Spy Who Loved Me,14000000,0
60,,Ghost Hunters            ,,373
99,38048637,Urban Legend,14000000,0
119,34700000,Dangerous Liaisons,14000000,0
110,35010192,Good Deeds,,0
107,34793160,White Fang,14000000,0
81,30628981,Superstar,14000000,2000
105,29959436,The Iron Lady,13000000,18000
82,25571351,Jonah: A VeggieTales Movie,14000000,184
109,27515786,Poetic Justice,14000000,0
95,25482931,All About the Benjamins,14000000,530
100,19900000,Vampire in Brooklyn,20000000,1000
118,,Exorcist II: The Heretic,14000000,889
91,16298046,An American Haunting,14000000,0
90,15549702,My Boss's Daughter,14000000,411
108,15483540,A Perfect Getaway,14000000,4000
103,20246959,Our Family Wedding,14000000,1000
96,15062898,Dead Man on Campus,14000000,645
117,14348123,Tea with Mussolini,12000000,970
93,15171475,Thinner,8500000,0
136,,"New York, New York",14000000,932
115,13640000,Crooklyn,14000000,905
94,12550242,I Think I Love My Wife,,488
85,12610731,Jason X,11000000,0
88,47811275,Big Fat Liar,15000000,896
112,11204499,Bobby,14000000,0
86,10397365,Head Over Heels,14000000,613
86,9402410,Fun Size,14000000,0
112,5990075,The Diving Bell and the Butterfly,,13000
137,5459824,Little Children,26000000,5000
90,5108820,Gossip,24000000,853
107,4741987,A Walk on the Moon,14000000,860
98,4291965,Catch a Fire,14000000,447
84,3100650,Soul Survivors,14000000,231
139,2474000,Jefferson in Paris,14000000,127
97,2656324,Easy Virtue,,2000
127,1000000,Caravans,14000000,76
150,3958500,Mr. Turner,8200000,0
104,403649,Wild Grass,,512
132,274299,Amen.,103000000,0
117,,Reign of Assassins,12000000,1000
115,183088,The Lucky Ones,15000000,702
186,46495,Margaret,14000000,0
90,,Stan Helsing,,934
90,1752214,Flipped,14000000,14000
134,83025853,Brokeback Mountain,14000000,13000
101,190871240,Teenage Mutant Ninja Turtles,125000000,62000
97,56631572,Clueless,12000000,0
107,15854988,Far from Heaven,13500000,0
99,12282677,Hot Tub Time Machine 2,14000000,0
55,447093,Dekalog            ,,0
124,7060876,Quills,13500000,0
110,14989761,Seven Psychopaths,15000000,52000
105,687081,The Caveman's Valentine,,329
41,,The Border            ,,64
178,5501940,Downfall,13500000,14000
125,2086345,The Sea Inside,10000000,0
108,2605039,Under the Skin,,29000
121,123922370,"Good Morning, Vietnam",13000000,0
100,163591,The Last Godfather,13400000,502
115,73000942,Justin Bieber: Never Say Never,13000000,62000
108,106952327,Black Swan,13000000,106000
117,58607007,RoboCop,100000000,60000
220,57300000,The Godfather: Part II,13000000,14000
112,91038276,Save the Last Dance,13000000,0
99,49369900,A Nightmare on Elm Street 4: The Dream Master,7000000,0
109,61693523,Miracles from Heaven,13000000,16000
83,46729374,"Dude, Where's My Car?",13000000,0
107,44726644,Young Guns,13000000,0
102,44134898,St. Vincent,13000000,33000
100,48637684,About Last Night,12500000,0
97,38176108,10 Things I Hate About You,16000000,10000
92,28972187,The New Guy,13000000,1000
84,27979400,Loaded Weapon 1,8200000,0
86,54257433,The Shallows,17000000,0
120,23947,The Butterfly Effect,13000000,15000
89,60008303,Snow Day,13000000,0
117,49121934,This Christmas,13000000,0
97,27141959,Baby Geniuses,18000000,0
91,27052167,The Big Hit,13000000,934
100,26539321,Harriet the Spy,13000000,833
72,28501605,Child's Play 2,13000000,0
84,52543632,No Good Deed,13200000,0
126,25592632,The Mist,18000000,20000
108,25440971,Ex Machina,15000000,109000
112,22858926,Being John Malkovich,13000000,0
90,22235901,Two Can Play That Game,6000000,593
91,38916903,Earth to Echo,13000000,0
135,16929123,Crazy/Beautiful,14000000,0
141,13753931,Letters from Iwo Jima,19000000,5000
104,10996440,The Astronaut Farmer,13000000,862
84,8026971,Woo,13000000,204
118,14677654,Room,13000000,72000
82,9975684,Dirty Work,13000000,679
95,7881335,Serial Mom,13000000,3000
94,6241697,Dick,13000000,0
88,,Del 1 - Män som hatar kvinnor            ,,22
99,5871603,Light It Up,13000000,251
121,16574731,54,13000000,0
84,5002310,Bubble Boy,13000000,0
93,4919896,Birthday Girl,13000000,618
93,25675765,21 & Over,13000000,11000
120,4857376,"Paris, je t'aime",13000000,0
112,3169424,Resurrecting the Champ,13000000,689
107,18004225,Admission,13000000,5000
112,3058380,The Widow of Saint-Pierre,100000000,186
96,3074838,Chloe,11000000,0
91,2104000,Faithful,13000000,69
105,28501651,Brothers,26000000,10000
125,1172769,Find Me Guilty,13000000,0
102,17738570,The Perks of Being a Wallflower,13000000,131000
87,1200000,Excessive Force,3000000,107
118,1150403,Infamous,13000000,0
115,403932,The Claim,20000000,141
91,1712111,The Vatican Tapes,8495000,0
88,1024175,Attack the Block,13000000,18000
127,301305,In the Land of Blood and Honey,13000000,0
94,51872378,The Call,13000000,23000
115,31662,Operation Chromite,12620000,139
90,28399192,The Crocodile Hunter: Collision Course,13000000,332
102,2035566,I Love You Phillip Morris,13000000,11000
100,,Quest for Fire,12500000,0
117,21078145,Antwone Fisher,12500000,0
109,14060950,The Emperor's Club,12500000,0
121,12281500,True Romance,13000000,15000
111,,Womb,3660000,0
100,10725228,Glengarry Glen Ross,12500000,0
109,214966,The Killer Inside Me,13000000,0
93,,Cat People,18000000,0
101,11956207,Sorority Row,16000000,0
101,,The Prisoner of Zenda,,337
106,5949693,Lars and the Real Girl,12000000,19000
94,9030581,The Boy in the Striped Pajamas,12500000,38000
140,4157491,Dancer in the Dark,12800000,0
132,1508689,Oscar and Lucinda,16000000,329
99,1227324,The Funeral,12500000,344
90,4360548,Solitary Man,15000000,0
105,26589953,Machete,10500000,44000
108,1039869,Casino Jack,15000000,0
69,48092846,The Land Before Time,12500000,5000
148,1110186,Tae Guk Gi: The Brotherhood of War,12800000,0
118,1089445,The Perfect Game,12500000,0
132,204565000,The Exorcist,8000000,18000
130,260000000,Jaws,8000000,21000
95,101736215,American Pie,11000000,0
80,71442,Ernest & Celestine,9600000,0
94,79817937,The Golden Child,25000000,0
122,91547205,Think Like a Man,12000000,0
102,75074950,Barbershop,12000000,770
116,78900000,Star Trek II: The Wrath of Khan,11000000,0
78,72217000,Ace Ventura: Pet Detective,12000000,0
114,79568000,WarGames,12000000,0
112,65500000,Witness,12000000,0
110,70011073,Act of Valor,12000000,15000
104,65269010,Step Up,12000000,0
81,63071133,Beavis and Butt-Head Do America,12000000,0
154,39647595,Jackie Brown,12000000,0
102,38087366,Harold & Kumar Escape from Guantanamo Bay,12000000,0
89,64572496,Chronicle,12000000,32000
132,30400000,Yentl,12000000,0
103,42365600,Time Bandits,5000000,0
93,37188667,Crossroads,12000000,0
93,54724272,Project X,12000000,29000
172,,Patton,12000000,0
96,31597131,One Hour Photo,12000000,0
89,31691811,Quarantine,12000000,0
92,31397498,The Eye,12000000,0
97,31179516,Johnson Family Vacation,12000000,243
93,31155435,How High,12000000,0
89,27281507,The Muppet Christmas Carol,12000000,0
144,167007184,Casino Royale,150000000,0
123,25776062,Frida,12000000,0
93,25240988,Katy Perry: Part of Me,12000000,0
133,124868837,The Fault in Our Stars,12000000,93000
121,22905674,Rounders,12000000,0
102,25277561,Top Five,12000000,0
102,,Prophecy,12000000,902
99,21133087,Stir of Echoes,12000000,0
55,,Spartacus: War of the Damned            ,,31000
98,37707719,Philomena,12000000,37000
118,18761993,The Upside of Anger,9000000,549
125,,The Boys from Brazil,12000000,0
104,18595716,Aquamarine,12000000,0
109,31990064,Paper Towns,12000000,0
86,17321573,My Baby's Daddy,,151
115,17613460,Nebraska,12000000,28000
92,21088568,Tales from the Crypt: Demon Knight,13000000,0
91,17292381,Max Keeble's Big Move,12000000,371
94,16300302,Young Adult,12000000,0
93,27829874,Crank,12000000,0
93,13960203,How to Be a Player,,439
100,12902790,Living Out Loud,12000000,242
100,21520719,Just Wright,,0
113,12796277,Rachel Getting Married,,0
122,,The Postman Always Rings Twice,12000000,1000
100,11634362,Girl with a Pearl Earring,,0
293,11433134,Das Boot,14000000,11000
137,22406362,The Alamo,107000000,701
93,10198766,Sorority Boys,12000000,507
123,15294553,About Time,12000000,105000
119,11041228,House of Flying Daggers,100000000,0
107,7918283,Arbitrage,12000000,0
106,22331028,Project Almanac,12000000,0
109,8134217,Cadillac Records,12000000,0
81,6982680,Screwed,10000000,262
95,6739141,Fortress,8000000,1000
86,5542025,For Your Consideration,12000000,650
113,5032496,Celebrity,12000000,652
122,6754898,Running with Scissors,12000000,0
90,4922166,From Justin to Kelly,12000000,0
108,4903000,Girl 6,12000000,251
113,4717455,In the Cut,12000000,656
110,3148482,Two Lovers,12000000,0
109,2326407,Last Orders,12000000,305
110,2201412,The Host,12215500000,7000
100,,The Pursuit of D.B. Cooper,12000000,135
101,2060953,Ravenous,12000000,0
97,3950294,Charlie Bartlett,12000000,0
172,2835886,The Great Beauty,9200000,29000
104,1779284,The Dangerous Lives of Altar Boys,12000000,677
99,1702277,Stoker,12000000,27000
129,261481,2046,12000000,0
91,1506998,Married Life,12000000,314
100,860002,Duma,12000000,0
111,548934,Ondine,12000000,0
114,447750,Brother,10000000,0
86,333976,Welcome to Collinwood,12000000,423
107,141853,Critical Care,12000000,88
90,303439,The Life Before Her Eyes,8000000,1000
103,793352,Darling Companion,,0
120,214202,Trade,12000000,0
134,195888,Fateless,2500000000,607
110,175370,Breakfast of Champions,12000000,458
95,190666,"A Woman, a Gun and a Noodle Shop",,784
95,,Cypher,7500000,0
132,119922,City of Life and Death,12000000,0
94,177343675,Home,135000000,26000
89,,Legend of Kung Fu Rabbit,,211
138,,Space Battleship Yamato,12000000,0
113,17149,5 Days of War,20000000,0
99,,Triangle,12000000,13000
111,14616,10 Days in a Madhouse,12000000,26000
99,91443253,Heaven Is for Real,12000000,23000
104,30093107,Snatch,6000000,27000
89,,Dancin' It's On,12000000,634
103,57469179,Pet Sematary,11500000,0
134,48856,Madadayo,11900000,355
100,,The Cry of the Owl,11500000,443
130,,A Tale of Three Cities,12000000,4
106,148170000,Gremlins,11000000,14000
125,460935665,Star Wars: Episode IV - A New Hope,11000000,33000
109,35537564,Dirty Grandpa,11500000,11000
200,111722000,Doctor Zhivago,11000000,7000
114,10230,Trash,,0
112,90556401,High School Musical 3: Senior Year,11000000,0
116,93571803,The Fighter,25000000,36000
92,72755517,Jackass Number Two,,641
120,52929168,My Cousin Vinny,11000000,7000
107,50461335,If I Stay,11000000,15000
92,,Drive Hard,12000000,774
107,49797148,Major League,11000000,0
100,,St. Trinian's,13500000,0
81,46563158,Phone Booth,13000000,0
101,41227069,A Walk to Remember,11000000,19000
122,39025000,Dead Man Walking,11000000,0
97,38201895,Cruel Intentions,10500000,0
92,27669413,Saw VI,11000000,0
92,,History of the World: Part I,11000000,0
110,37766350,The Secret Life of Bees,11000000,0
86,23978402,Corky Romano,11000000,365
91,21370057,Raising Cain,12000000,541
145,,F.I.S.T.,11000000,745
100,4884663,Invaders from Mars,12000000,902
111,38317535,Brooklyn,11000000,36000
184,,Barry Lyndon,11000000,0
89,13903262,Out Cold,11000000,0
84,13592872,The Ladies Man,11000000,671
98,18381787,Quartet,11000000,13000
95,13558739,Tomcats,11000000,449
100,13103828,Frailty,11000000,5000
109,33305037,Woman in Gold,11000000,34000
118,10214647,Kinsey,11000000,0
88,11501093,Army of Darkness,13000000,10000
86,4814244,Slackers,11000000,405
118,9170214,What's Eating Gilbert Grape,11000000,14000
125,4068087,The Visual Bible: The Gospel of John,17000000,0
125,3753806,Vera Drake,11000000,0
94,3034181,The Guru,11000000,550
113,2832826,The Perez Family,11000000,174
104,13214255,Inside Llewyn Davis,11000000,26000
95,16017403,O,5000000,0
102,2807854,Return to the Blue Lagoon,11000000,967
124,,The Molly Maguires,11000000,608
105,540085,Romance & Cigarettes,,0
104,352786,Copying Beethoven,11000000,0
120,76600000,Poltergeist,10700000,11000
111,,Brighton Rock,12000000,0
